"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","UPSIDE ","BUST ","SOS SEASON","ECR VS. ADP"
"262",9,"Hollywood Brown",PHI,"WR103","10","-","-","4 out of 5 stars","-"
"263",9,"Kyle Williams",NE,"WR104","11","3 out of 5","4 out of 5","2 out of 5 stars","-"
"264",10,"Tahj Brooks",CIN,"RB90","6","-","-","2 out of 5 stars","-"
"265",10,"Mack Hollins",NE,"WR105","11","-","-","2 out of 5 stars","-"
"266",10,"Kaleb Johnson",PIT,"RB91","9","2 out of 5","5 out of 5","2 out of 5 stars","-"
"267",10,"Mike Gesicki",CIN,"TE36","6","-","-","3 out of 5 stars","-56"
"268",10,"Jarquez Hunter",MIA,"RB92","6","-","-","3 out of 5 stars","-29"
"269",10,"Trey Benson",ARI,"RB93","14","1 out of 5","5 out of 5","2 out of 5 stars","-35"
"270",10,"Isaac Guerendo",SF,"RB94","8","-","-","2 out of 5 stars","-"
"271",10,"Audric Estime",NO,"RB95","8","-","-","3 out of 5 stars","-34"
"272",10,"Jerome Ford",WAS,"RB96","7","2 out of 5","4 out of 5","4 out of 5 stars","-"
"273",10,"Isaiah Bond",CLE,"WR106","11","-","-","3 out of 5 stars","-"
"274",10,"Jaleel McLaughlin",DEN,"RB97","10","-","-","2 out of 5 stars","-"
"275",10,"Skyler Bell",BUF,"WR107","7","-","-","4 out of 5 stars","-"
"276",10,"Will Shipley",PHI,"RB98","10","-","-","4 out of 5 stars","-"
"277",10,"Brandon Aiyuk",SF,"WR108","8","2 out of 5","5 out of 5","2 out of 5 stars","-27"
"278",10,"Jake Tonges",SF,"TE37","8","-","-","3 out of 5 stars","-54"
"279",10,"Darren Waller",CAR,"TE38","5","-","-","2 out of 5 stars","-44"
"280",10,"Andrei Iosivas",CIN,"WR109","6","-","-","4 out of 5 stars","-11"
"281",10,"Darnell Washington",PIT,"TE39","9","-","-","2 out of 5 stars","-37"
"282",10,"DeMario Douglas",NE,"WR110","11","-","-","2 out of 5 stars","-7"
"283",10,"Michael Mayer",LV,"TE40","13","-","-","3 out of 5 stars","-58"
"284",10,"Oscar Delp",NO,"TE41","8","4 out of 5","4 out of 5","2 out of 5 stars","-"
"285",10,"Tyreek Hill",FA,"WR111","-","1 out of 5","5 out of 5","-","-59"
"286",10,"Jahan Dotson",ATL,"WR112","11","-","-","3 out of 5 stars","-21"
"287",10,"Elijah Arroyo",SEA,"TE42","11","-","-","3 out of 5 stars","-25"
"288",10,"Charlie Kolar",LAC,"TE43","7","-","-","4 out of 5 stars","-"
"289",10,"Kareem Hunt",FA,"RB99","-","-","-","-","-"
"290",10,"Bryce Lance",NO,"WR113","8","-","-","3 out of 5 stars","-"
"291",10,"Erick All Jr.",CIN,"TE44","6","-","-","3 out of 5 stars","-"
"292",10,"Jalen Tolbert",MIA,"WR114","6","-","-","3 out of 5 stars","-"
"293",10,"Xavier Hutchinson",HOU,"WR115","8","-","-","3 out of 5 stars","-"
"294",10,"Cole Kmet",CHI,"TE45","10","-","-","2 out of 5 stars","-28"
"295",10,"Eli Raridon",NE,"TE46","11","-","-","4 out of 5 stars","-32"
"296",10,"Joe Mixon",FA,"RB100","-","-","-","-","-"
"297",10,"Dawson Knox",BUF,"TE47","7","-","-","3 out of 5 stars","-33"
"298",10,"Luke McCaffrey",WAS,"WR116","7","-","-","2 out of 5 stars","-"
"299",11,"Konata Mumpfield",LAR,"WR117","11","-","-","1 out of 5 stars","-"
"300",11,"Tyler Higbee",LAR,"TE48","11","-","-","4 out of 5 stars","-"
"301",11,"Noah Gray",KC,"TE49","5","-","-","4 out of 5 stars","-"
"302",11,"Tez Johnson",TB,"WR118","10","-","-","4 out of 5 stars","-"
"303",11,"Cedric Tillman",FA,"WR119","-","-","-","-","-"
"304",11,"Bam Knight",ARI,"RB101","14","-","-","2 out of 5 stars","-"
"305",11,"Brenen Thompson",LAC,"WR120","7","-","-","2 out of 5 stars","-"
"306",11,"Max Klare",LAR,"TE50","11","-","-","4 out of 5 stars","-"
"307",11,"Jalen Royals",KC,"WR121","5","-","-","2 out of 5 stars","-"
"308",11,"Joshua Palmer",BUF,"WR122","7","-","-","4 out of 5 stars","-"
"309",11,"Olamide Zaccheaus",ATL,"WR123","11","-","-","3 out of 5 stars","-"
"310",11,"Kendrick Bourne",ARI,"WR124","14","-","-","2 out of 5 stars","-"
"311",11,"Treylon Burks",WAS,"WR125","7","-","-","2 out of 5 stars","-"
"312",11,"Ja'Tavion Sanders",CAR,"TE51","5","-","-","2 out of 5 stars","-"
"313",11,"Chris Brazzell II",CAR,"WR126","5","-","-","2 out of 5 stars","-"
"314",11,"Eli Heidenreich",PIT,"RB102","9","-","-","2 out of 5 stars","-"
"315",11,"Jawhar Jordan",HOU,"RB103","8","-","-","4 out of 5 stars","-"
"316",11,"Justin Joly",DEN,"TE52","10","-","-","4 out of 5 stars","-"
"317",11,"Michael Carter",TEN,"RB104","9","-","-","3 out of 5 stars","-"
"318",11,"Savion Williams",GB,"WR127","11","-","-","5 out of 5 stars","-"
"319",11,"Carson Beck",ARI,"QB36","14","-","-","2 out of 5 stars","-125"
"320",11,"Raheim Sanders",CLE,"RB105","11","-","-","3 out of 5 stars","-"
"321",11,"Dont'e Thornton Jr.",LV,"WR128","13","-","-","2 out of 5 stars","-"
"322",11,"Roman Wilson",PIT,"WR129","9","-","-","3 out of 5 stars","-"
"323",11,"Malik Benson",LV,"WR130","13","-","-","2 out of 5 stars","-"
"324",11,"Noah Fant",NO,"TE53","8","-","-","2 out of 5 stars","-"
"325",11,"KaVontae Turpin",DAL,"WR131","14","-","-","2 out of 5 stars","-"
"326",11,"Roschon Johnson",CHI,"RB106","10","-","-","2 out of 5 stars","-"
"327",11,"Kalif Raymond",CHI,"WR132","10","-","-","3 out of 5 stars","-"
"328",11,"J.J. McCarthy",MIN,"QB37","6","-","-","5 out of 5 stars","-85"
"329",11,"Kevin Coleman Jr.",MIA,"WR133","6","-","-","3 out of 5 stars","-"
"330",11,"Colbie Young",CIN,"WR134","6","-","-","4 out of 5 stars","-"
"331",11,"Luke Musgrave",GB,"TE54","11","-","-","2 out of 5 stars","-"
"332",11,"CJ Daniels",LAR,"WR135","11","-","-","1 out of 5 stars","-"
"333",11,"Tommy Tremble",CAR,"TE55","5","-","-","2 out of 5 stars","-"
"334",11,"Jam Miller",NE,"RB107","11","-","-","2 out of 5 stars","-"
"335",11,"Jaylin Lane",WAS,"WR136","7","-","-","2 out of 5 stars","-"
"336",11,"J'Mari Taylor",JAC,"RB108","7","-","-","4 out of 5 stars","-"
"337",11,"Ben Sinnott",WAS,"TE56","7","-","-","1 out of 5 stars","-"
"338",11,"John Metchie III",CAR,"WR137","5","-","-","2 out of 5 stars","-"
"339",11,"Demarcus Robinson",SF,"WR138","8","-","-","2 out of 5 stars","-"
"340",11,"Jordan Whittington",LAR,"WR139","11","-","-","1 out of 5 stars","-"
"341",11,"Zavion Thomas",CHI,"WR140","10","-","-","3 out of 5 stars","-"
"342",11,"Austin Hooper",ATL,"TE57","11","-","-","3 out of 5 stars","-"
"343",11,"Rasheen Ali",BAL,"RB109","13","-","-","3 out of 5 stars","-"
"344",11,"Tutu Atwell",LAR,"WR141","11","-","-","1 out of 5 stars","-"
"345",11,"Devontez Walker",BAL,"WR142","13","-","-","4 out of 5 stars","-"
"346",11,"Mitchell Evans",CAR,"TE58","5","-","-","2 out of 5 stars","-"
"347",11,"Daniel Bellinger",TEN,"TE59","9","-","-","3 out of 5 stars","-"
"348",11,"Kyle Juszczyk",SF,"RB110","8","-","-","2 out of 5 stars","-"
"349",11,"Phil Mafah",DAL,"RB111","14","-","-","4 out of 5 stars","-"
"350",11,"Mac Jones",SF,"QB38","8","-","-","1 out of 5 stars","-102"
"351",11,"Barion Brown",NO,"WR143","8","-","-","3 out of 5 stars","-"
"352",11,"Nick Westbrook-Ikhine",IND,"WR144","13","-","-","4 out of 5 stars","-"
"353",11,"Greg Dortch",DET,"WR145","6","-","-","4 out of 5 stars","-"
"354",11,"Ashton Dulin",IND,"WR146","13","-","-","4 out of 5 stars","-"
"355",11,"Zavier Scott",MIN,"RB112","6","-","-","4 out of 5 stars","-"
"356",11,"Sione Vaki",DET,"RB113","6","-","-","5 out of 5 stars","-"
"357",11,"Dameon Pierce",PHI,"RB114","10","-","-","4 out of 5 stars","-"
"358",11,"Terrell Jennings",FA,"RB115","-","-","-","-","-"
"359",11,"Austin Ekeler",FA,"RB116","-","-","-","-","-"
"360",11,"John Bates",WAS,"TE60","7","-","-","1 out of 5 stars","-"
"361",11,"Deion Burks",IND,"WR147","13","-","-","4 out of 5 stars","-"
"362",11,"Marlin Klein",HOU,"TE61","8","-","-","4 out of 5 stars","-"
"363",11,"Elijah Higgins",ARI,"TE62","14","-","-","2 out of 5 stars","-"
"364",12,"Jackson Hawes",BUF,"TE63","7","-","-","3 out of 5 stars","-"
"365",12,"Tai Felton",MIN,"WR148","6","-","-","5 out of 5 stars","-"
